ACCION RECOMENDADA,CLASE,VISTAS,TITULO,FECHA,ENGAGEMENT %,RAZON,VER VIDEO,EDITAR EN STUDIO
MANTENER,puente_roto,1135365,NASA Envía un Mensaje del Futuro: El Fin del Mundo en 2057 - Documental Impactante,2016-09-07,1.145,"Profecia de fin del mundo encaja en el universo, pero el gancho 'NASA envia mensaje del futuro' es clickbait fake-news de otra era; 1.1M vistas y buen ratio aguantan dejarlo como esta.",https://www.youtube.com/watch?v=OoTGrsSbpBw,https://studio.youtube.com/video/OoTGrsSbpBw/edit
MANTENER,puente_roto,1116085,Encuentran Pueblo Perdido: Desaparecieron Hace 400 Años 👻🌑 - Terror Sobrenatural,2017-01-06,0.573,"Pueblo desaparecido es misterio del nicho, pero engagement de 0.573 (12% de la mediana) delata que ya no conecta; su 1.1M de vistas aun paga dejarlo.",https://www.youtube.com/watch?v=_Tikbopv6zw,https://studio.youtube.com/video/_Tikbopv6zw/edit
MANTENER,coherente,1111805,Nostradamus Predijo Una Enfermedad Mortal En Europa y Nadie Escuchó,2017-12-28,0.836,"Nostradamus y profecias es pilar explicito del nicho; 1.1M de vistas, el filtro solo detecto el ratio de likes de la era pre-pandemia.",https://www.youtube.com/watch?v=VGL5Xu_DF0U,https://studio.youtube.com/video/VGL5Xu_DF0U/edit
MANTENER,coherente,993986,Paso Dyatlov: el expediente que la URSS mantuvo en secreto por décadas,2017-08-24,1.71,"El Paso Dyatlov es uno de los misterios sin resolver mas buscados en español; 994k vistas de watch-time historico.",https://www.youtube.com/watch?v=JDVQOZ9gL_8,https://studio.youtube.com/video/JDVQOZ9gL_8/edit
MANTENER,coherente,916442,Laboratorio Secreto en Rusia: La Carta que Reveló el Proyecto Hombre Ángel,2018-04-10,2.073,Experimento secreto sovietico para crear un 'hombre angel' es conspiracion + angeles con 916k vistas: falso positivo claro.,https://www.youtube.com/watch?v=gOE-JV2TwkY,https://studio.youtube.com/video/gOE-JV2TwkY/edit
MANTENER,coherente,617503,REVELADO: Hallazgo Oculto en la Tumba de Adán. El Vaticano Teme este Secreto,2025-01-18,3.239,"Vaticano + arqueologia prohibida + tumba biblica es el ADN exacto del canal y con 617k vistas es un pilar de watch-time; falso positivo claro.",https://www.youtube.com/watch?v=SDjBaZwEWXs,https://studio.youtube.com/video/SDjBaZwEWXs/edit
MANTENER,coherente,597052,La Leyenda de El Alacrán de Durango: Veneno Mortal Que Desafía la Muerte,2016-04-21,0.871,"El Alacran de Durango es leyenda mexicana autentica, justo el folclor latinoamericano que define al canal.",https://www.youtube.com/watch?v=wpkGmMehxnc,https://studio.youtube.com/video/wpkGmMehxnc/edit
MANTENER,coherente,582880,La Puerta del Infierno: El Misterio Ardiente del Cráter de Darvaza en el Desierto de Turkmenistán,2016-08-03,0.858,"El crater de Darvaza como 'Puerta del Infierno' mezcla lugar real y mito infernal: misterio documentado, exactamente el tono actual del canal.",https://www.youtube.com/watch?v=Ww3Ac6wlbaI,https://studio.youtube.com/video/Ww3Ac6wlbaI/edit
MANTENER,coherente,537734,Jesús fue un Extraterrestre 👽✨: El Secreto que el Vaticano Oculta,2017-01-31,1.339,"Jesus extraterrestre + secreto del Vaticano cruza tres pilares del nicho a la vez; 537k vistas, falso positivo evidente.",https://www.youtube.com/watch?v=313LblugbfM,https://studio.youtube.com/video/313LblugbfM/edit
MANTENER,coherente,325870,El Barco que Viajó en el Tiempo ⏳: El Experimento Philadelphia - Documental - El DoQmentalista,2017-03-13,1.197,"El Experimento Philadelphia es conspiracion y misterio clasico del nicho; su engagement (1.197) es de los mejores del grupo, el filtro exagero.",https://www.youtube.com/watch?v=EkBOl0RZKpc,https://studio.youtube.com/video/EkBOl0RZKpc/edit
MANTENER,coherente,319367,Enigma en la Historia: Cristóbal Colón y el Oscuro Secreto Revelado,2016-07-02,1.534,"Enigma historico sobre Colon (identidad oculta) cabe en misterios de la historia; 319k vistas de la era fundacional del canal.",https://www.youtube.com/watch?v=TYObGmauzj0,https://studio.youtube.com/video/TYObGmauzj0/edit
MANTENER,coherente,296176,Los Misterios de las Líneas de Nazca 🛸✨ ¡Resuelto!,2017-05-24,0.979,"Lineas de Nazca es arqueologia prohibida + extraterrestres, tema evergreen del nicho; falso positivo puro del filtro.",https://www.youtube.com/watch?v=fMai_13HvQ4,https://studio.youtube.com/video/fMai_13HvQ4/edit
MANTENER,coherente,271937,😱 METATRÓN EXISTE: PRUEBAS del NOMBRE SECRETO que NADIE DEBE DECIR,2025-03-24,4.413,"Metatron es angelologia pura, pilar 'angeles y demonios'; con 272k vistas es de lo mas fuerte del catalogo.",https://www.youtube.com/watch?v=-DQuvaK41XI,https://studio.youtube.com/video/-DQuvaK41XI/edit
MANTENER,coherente,258223,Documental: EL SECRETO ATERRADOR DE JESÚS - Documentales interesantes,2022-04-12,4.647,"Secretos ocultos de Jesus es el corazon del pilar Biblia/Vaticano; 258k vistas y engagement casi en mediana.",https://www.youtube.com/watch?v=PqSexmEEpY4,https://studio.youtube.com/video/PqSexmEEpY4/edit
MANTENER,coherente,198202,El Secreto De Los 72 Nombres De Dios - Documentales en Español,2022-10-26,6.559,"Los 72 nombres de Dios es cabala y secretos biblicos, con 6.5% de engagement por encima de la mediana.",https://www.youtube.com/watch?v=LhbuRBs9ihk,https://studio.youtube.com/video/LhbuRBs9ihk/edit
MANTENER,coherente,190411,Documental: El Manual Secreto de la CIA sobre Zombis Revelado,2024-11-07,5.777,"Documento clasificado de la CIA sobre zombis es conspiracion/paranormal documentado, formato insignia del canal con 190k vistas.",https://www.youtube.com/watch?v=qUL5nEuhIrU,https://studio.youtube.com/video/qUL5nEuhIrU/edit
MANTENER,coherente,187695,Documental: El Secreto Prohibido de María que la Iglesia Ocultó,2024-11-08,4.902,"Secreto de Maria ocultado por la Iglesia es secretos de la Biblia puro con 187k vistas; solo el engagement roza la mediana, no amerita tocarlo.",https://www.youtube.com/watch?v=3mN9_ww57Js,https://studio.youtube.com/video/3mN9_ww57Js/edit
MANTENER,coherente,165369,El Hombre con Cabeza de León y Cuerpo Humano: La Criatura Mítica Que Desafía la Realidad,2016-04-25,1.149,"Criatura mitica hibrida entra en leyendas y criptozoologia; engagement 1.149 decente para su era, sin motivo real para tocarlo.",https://www.youtube.com/watch?v=ZerJ9sejflo,https://studio.youtube.com/video/ZerJ9sejflo/edit
MANTENER,coherente,164281,"⚠️Jesús y su pacto secreto con los animales: Lo que la Iglesia jamás te contará, evangelios ocultos​",2025-03-28,4.383,"Evangelios ocultos y lo que la Iglesia no cuenta: secretos biblicos nucleares con 164k vistas; 'animales' confundio al filtro.",https://www.youtube.com/watch?v=jFGEAbTdnw4,https://studio.youtube.com/video/jFGEAbTdnw4/edit
MANTENER,coherente,152153,El exorcismo secreto del Papa León,2025-05-08,6.572,"Exorcismo papal: Vaticano mas demonios, 152k vistas; falso positivo claro del filtro.",https://www.youtube.com/watch?v=GE9CSGfkK0Y,https://studio.youtube.com/video/GE9CSGfkK0Y/edit
MANTENER,coherente,146742,Casa Embrujada: El Oscuro Secreto Oculto en la Pared - Historia Real de Terror,2016-07-16,1.431,"Casa embrujada e historia real paranormal es pilar del canal, no de AterradorMente (que es terror ficcional); el filtro fallo por 'terror'.",https://www.youtube.com/watch?v=y5ju1BYJdpI,https://studio.youtube.com/video/y5ju1BYJdpI/edit
MANTENER,coherente,144030,El Grimorio Secreto la historia de Abraham y el Santo Ángel de la Guarda - Documentales en Español,2022-12-05,5.416,"Grimorio de Abraham el Mago y el Santo Angel de la Guarda es ocultismo + angeologia, nucleo exacto del nicho.",https://www.youtube.com/watch?v=lnpV0JWVi-g,https://studio.youtube.com/video/lnpV0JWVi-g/edit
MANTENER,coherente,141969,"La Tableta Esmeralda, contiene El SECRETO DEL UNIVERSO ✅ El DoQmentalista",2021-11-06,4.79,"La Tabla Esmeralda de Hermes Trismegisto es ocultismo clasico; el filtro tropezo con 'universo' pero el tema es nicho puro.",https://www.youtube.com/watch?v=y0tUOyTvRz0,https://studio.youtube.com/video/y0tUOyTvRz0/edit
MANTENER,puente_roto,118923,Top 10 Países Extraños Que No Sabías Que Existen 🌍✨ - El DoQmentalista,2016-12-07,1.766,"Formato top-10 de curiosidades de 2016 que ya no representa al canal, pero sus 118k vistas de watch-time valen mas que el ruido que causa.",https://www.youtube.com/watch?v=JBTpQH-HGEI,https://studio.youtube.com/video/JBTpQH-HGEI/edit
MANTENER,coherente,114000,LOS 4 MUNDOS ESPIRITUALES: El SECRETO del PROCESO Para Llegar a DIOS,2025-02-14,5.351,"Cosmologia espiritual esoterica (los 4 mundos, cabala) es nucleo del nicho; el filtro tropezo con la palabra DIOS pero no es contenido devocional de Soy De Dios.",https://www.youtube.com/watch?v=mFgQLugLVVM,https://studio.youtube.com/video/mFgQLugLVVM/edit
MANTENER,coherente,109753,Los Cuernos del Diablo: ¡El Oscuro Secreto!,2023-02-03,5.011,"Demonologia pura (simbolo de los cuernos del diablo) con engagement sobre la mediana; falso positivo por la palabra 'cuernos'.",https://www.youtube.com/watch?v=24geeg5Ob6w,https://studio.youtube.com/video/24geeg5Ob6w/edit
MANTENER,coherente,96821,El próximo Papa de la Iglesia. Las Brujas y la inteligencia artificial lo predicen,2025-01-06,6.507,"Profecia sobre el proximo Papa con brujas e IA cruza Vaticano, profecias y ocultismo: triple ancla del nicho con buen engagement (6.5%).",https://www.youtube.com/watch?v=gQf5SMrvrxI,https://studio.youtube.com/video/gQf5SMrvrxI/edit
MANTENER,coherente,94944,Ciudad Perdida Sumergida: El Misterio Oculto en el Fondo del Mar Que No Debía Ser Descubierto,2016-07-19,0.957,"Ciudad sumergida prohibida es arqueologia misteriosa del nicho; con solo 94k vistas no estorba y privarlo no aporta nada.",https://www.youtube.com/watch?v=dlTCTFG3dKc,https://studio.youtube.com/video/dlTCTFG3dKc/edit
MANTENER,coherente,88853,Historia de La IA:  Descifra Tablillas Sumerias y Revela Secretos Imposibles,2025-07-19,9.229,"IA descifrando tablillas sumerias es arqueologia prohibida moderna; 88k vistas y 9.2% de engagement lo prueban, el filtro tropezo con 'IA'.",https://www.youtube.com/watch?v=ogEUnVLCT9I,https://studio.youtube.com/video/ogEUnVLCT9I/edit
MANTENER,coherente,87444,Documentales: El francotirador del Servicio Secreto y la maldición que salvó a Trump,2024-07-20,5.261,"El angulo es 'la maldicion que salvo a Trump', o sea actualidad procesada como misterio/maldicion, formato valido del canal con 87k vistas.",https://www.youtube.com/watch?v=fy1NHdyopFU,https://studio.youtube.com/video/fy1NHdyopFU/edit
MANTENER,coherente,83486,VIRAL: Método Secreto para Orar y Obtener Milagros - El DoQmentalista,2025-04-25,7.786,"El marco 'metodo secreto y milagros' lo ancla en misterio espiritual, no en devocional puro; 83k vistas y 7.8% de engagement en este canal.",https://www.youtube.com/watch?v=iWs9BjP1rXE,https://studio.youtube.com/video/iWs9BjP1rXE/edit
MANTENER,coherente,81157,¿De Dios o del Diablo? SECRETO MASÓNICO: Ciencia Prohibida de la Inmortalidad,2025-07-18,6.161,"Secreto masonico e inmortalidad prohibida: ocultismo documentado, 81k vistas; falso positivo por 'ciencia'.",https://www.youtube.com/watch?v=b_967oGmWw4,https://studio.youtube.com/video/b_967oGmWw4/edit
MANTENER,coherente,81137,Cocina de Brujas: Alimentos Hechizados,2024-09-16,5.3,"Brujeria y hechizos en la comida es ocultismo del nicho; 'cocina' engano al filtro pero 81k vistas confirman que la audiencia lo leyo bien.",https://www.youtube.com/watch?v=XKK2wg1SfVA,https://studio.youtube.com/video/XKK2wg1SfVA/edit
MANTENER,coherente,78962,"Documental: Finanzas del Diablo - Tesla, Bitcoin y la Advertencia Papal",2024-11-14,6.965,"El titulo suena a finanzas pero el marco es 'el Diablo y la advertencia papal': tema tech empacado en misterio, y con 7% de engagement funciono.",https://www.youtube.com/watch?v=WgbZhvhc-YI,https://studio.youtube.com/video/WgbZhvhc-YI/edit
MANTENER,coherente,72767,Cómo Sería El Rostro De Jesús Según La INTELIGENCIA ARTIFICIAL,2020-08-31,6.047,"El rostro de Jesus via IA es misterio biblico con gancho tecnologico y 6% de engagement; la IA es vehiculo, no tema.",https://www.youtube.com/watch?v=SmP0bwZUg_w,https://studio.youtube.com/video/SmP0bwZUg_w/edit
MANTENER,coherente,61797,"¡Conspiración!: la visión de Donald Trump,  el mormón secreto de la iglesia. ¿Apocalipsis en 2025?",2025-04-25,7.444,"Profecia apocaliptica con angulo conspirativo (pilar 'profecias' del nicho); el nombre 'Trump' engano al filtro.",https://www.youtube.com/watch?v=LA7T8vcfuEg,https://studio.youtube.com/video/LA7T8vcfuEg/edit
MANTENER,coherente,57719,"EL VIENTO DE LAS HADAS, secreto de las hadas, la rosa de los vientos",2020-03-12,5.891,"Folclore feerico y leyendas entra en el pilar de leyendas del canal, con engagement 5.9% sobre la mediana.",https://www.youtube.com/watch?v=ffEE99y55zM,https://studio.youtube.com/video/ffEE99y55zM/edit
MANTENER,coherente,49672,El Secreto Impactante de las Lágrimas de Jesús - El DoQmentalista,2023-11-13,6.845,Las lagrimas de Jesus como secreto impactante es secretos de la Biblia con 49k vistas y engagement por encima de la mediana.,https://www.youtube.com/watch?v=HQtr1fTMEcU,https://studio.youtube.com/video/HQtr1fTMEcU/edit
MANTENER,coherente,44774,A DÓNDE VAMOS cuando MORIMOS: El SECRETO PROHIBIDO que TODAS las CULTURAS COMPARTEN,2025-03-02,6.924,"El destino tras la muerte en todas las culturas es misterio comparado clasico del canal, con 44k vistas y engagement sano.",https://www.youtube.com/watch?v=68No33zE2Qg,https://studio.youtube.com/video/68No33zE2Qg/edit
MANTENER,coherente,38595,Demonología: Poseído Cada Noche - Ritual Secreto de Liberación,2024-12-06,6.478,"Demonologia y rituales de liberacion son categoria central de angeles/demonios; falso positivo del filtro.",https://www.youtube.com/watch?v=K2t-wW_ZT04,https://studio.youtube.com/video/K2t-wW_ZT04/edit
MANTENER,coherente,37570,Conspiración de la IA Maldita y el Nuevo Culto: ¿Dominación o Salvación? - Documentales en Español,2023-08-07,6.388,"IA maldita + nuevo culto es conspiracion tecnologica con marco ocultista, exactamente como el canal procesa temas modernos.",https://www.youtube.com/watch?v=o-_R2yul9AQ,https://studio.youtube.com/video/o-_R2yul9AQ/edit
MANTENER,coherente,36472,El Secreto de la Inmortalidad que los Billonarios No Quieren que Sepas,2025-09-15,7.129,"Ciencia prohibida de la inmortalidad con angulo conspirativo, misma veta que el documental masonico de julio; 'billonarios' engano al filtro.",https://www.youtube.com/watch?v=QahQjcV7SzA,https://studio.youtube.com/video/QahQjcV7SzA/edit
MANTENER,coherente,35832,AUDIOLIBRO - Textos Apócrifos: Evangelio Secreto De Felipe,2025-07-12,5.303,"Evangelio apocrifo de Felipe es secreto biblico nuclear; el filtro tropezo con 'AUDIOLIBRO', formato que ademas retiene 35k vistas.",https://www.youtube.com/watch?v=4t2keHt_pA0,https://studio.youtube.com/video/4t2keHt_pA0/edit
MANTENER,coherente,34329,El lado oscuro de la inteligencia artificial en Bestias Míticas - Documentales en Español,2023-04-19,5.826,"Lado oscuro de la IA aplicado a bestias miticas mezcla leyendas con tech-misterio, misma formula que la IA Maldita que ya funciona en el canal.",https://www.youtube.com/watch?v=rXWiAfZodAw,https://studio.youtube.com/video/rXWiAfZodAw/edit
MANTENER,coherente,33639,Paranormal: El impactante secreto de Nostradamus sobre el fin del mundo cercano,2024-09-12,6.54,"Nostradamus y fin del mundo es profecias, categoria fundadora del nicho, con engagement sano de 6.5%.",https://www.youtube.com/watch?v=KisIYri2y-Q,https://studio.youtube.com/video/KisIYri2y-Q/edit
MANTENER,coherente,29436,¡REVELADO! PERROS CON ALMAS HUMANAS: SECRETO PARANORMAL QUE NADIE SE ATREVÍA A CONTAR | De Terror,2025-03-20,6.455,Almas humanas en animales presentado como secreto paranormal: encaja en el pilar paranormal aunque el titulo hiciera dudar al filtro.,https://www.youtube.com/watch?v=ZRkvdQLnEF8,https://studio.youtube.com/video/ZRkvdQLnEF8/edit
MANTENER,coherente,23598,El secreto del Vaticano: Judas es un cazamonstruos y el Papa lo odia #shorts #vaticano #sabiasque,2025-09-02,3.572,"Lore de Judas cazamonstruos es misterio vaticano en tono viral; 23k vistas en un short justifican dejarlo aunque el engagement sea flojo.",https://www.youtube.com/watch?v=wydfWrBkCns,https://studio.youtube.com/video/wydfWrBkCns/edit
MANTENER,coherente,20653,Navy Seals Enfrentan a Criatura Misteriosa 👹: El Secreto Mejor Guardado - El DoQmentalista,2024-04-30,7.263,"Navy Seals contra criatura misteriosa es criptozoologia/paranormal militar, tema clasico del nicho; el emoji y 'Navy Seals' enganaron al filtro.",https://www.youtube.com/watch?v=tePQ4E7woAw,https://studio.youtube.com/video/tePQ4E7woAw/edit
MANTENER,puente_roto,17421,Entrevista - Blanca Mercado REVELA el SECRETO de la BioEnergía - Documentales en Español,2023-09-15,7.462,"La bioenergia es del universo esoterico pero el formato entrevista de 57 minutos es de una era que el canal abandono; sus 17k vistas y horas de watch-time justifican conservarlo sin promoverlo.",https://www.youtube.com/watch?v=XW_wgl-qUZI,https://studio.youtube.com/video/XW_wgl-qUZI/edit
MANTENER,coherente,17320,Los Gatos Negros Pueden Percibir Espiritus #terrorymisterio #gatos,2024-03-19,12.702,"Gatos negros que perciben espiritus es leyenda paranormal de manual; el filtro tropezo con los hashtags, no con el tema.",https://www.youtube.com/watch?v=juFwReU1o8Y,https://studio.youtube.com/video/juFwReU1o8Y/edit
MANTENER,coherente,16255,"""El Oscuro Secreto Detrás De Los Verdaderos Zoológicos Humanos: La Historia Prohibida""",2024-04-30,8.613,"Zoologicos humanos es 'historia prohibida' oscura y documentada, vecina directa de la arqueologia prohibida del nicho, con 8.6% de engagement.",https://www.youtube.com/watch?v=oPDvpnpT2gA,https://studio.youtube.com/video/oPDvpnpT2gA/edit
MANTENER,coherente,12806,Documentales: El canto secreto que conecta con los ángeles y el poder de Dios,2024-09-02,11.713,Canto secreto que conecta con angeles esta empacado como misterio espiritual (no como track musical) y su 11.7% de engagement duplica la mediana.,https://www.youtube.com/watch?v=jsSyuo5fbc4,https://studio.youtube.com/video/jsSyuo5fbc4/edit
MANTENER,coherente,12630,El Culto Secreto a San Cipriano: Magia y Poder Espiritual,2024-02-23,7.918,"San Cipriano es la figura puente entre santoral y magia, ocultismo latinoamericano puro; falso positivo evidente.",https://www.youtube.com/watch?v=xVKOjmveZRA,https://studio.youtube.com/video/xVKOjmveZRA/edit
MANTENER,coherente,11849,El Mago que Quiso Comprar el Poder de Dios,2025-08-17,3.95,"Es Simon el Mago (Hechos 8), secreto biblico clasico del canal; 11k vistas confirman que conecta.",https://www.youtube.com/watch?v=i-y3VY4Q4GE,https://studio.youtube.com/video/i-y3VY4Q4GE/edit
MANTENER,coherente,9998,Los Secretos Ocultos de Nezahualcóyotl que la Historia Calla #shorts #mexico #documental,2025-09-06,8.352,"Historia oculta prehispanica con 'secretos que la historia calla': nicho exacto y el mejor del lote (10k vistas, 8.4% engagement); falso positivo claro del filtro.",https://www.youtube.com/watch?v=DR_4_-3TwGE,https://studio.youtube.com/video/DR_4_-3TwGE/edit
MANTENER,coherente,9970,La Brujería: ¿Pecado de Rebelión contra Dios?,2025-08-17,7.763,Brujeria analizada desde la Biblia: interseccion exacta de ocultismo y escritura que define al canal.,https://www.youtube.com/watch?v=9fzpwH8jtLw,https://studio.youtube.com/video/9fzpwH8jtLw/edit
MANTENER,puente_roto,8257,Descubre Que Tan Grande Era El Orgullo De Julio César,2024-05-08,11.493,"Historia romana sin angulo de misterio (era curiosidades), pero es un short con 11.5% de engagement que no estorba.",https://www.youtube.com/watch?v=KUGx5D9Ev5c,https://studio.youtube.com/video/KUGx5D9Ev5c/edit
MANTENER,coherente,6597,La Caja Musical Asesina: ¡Su Melodía te Obliga a Matar! #shorts #fbi #misterios,2025-09-03,6.624,"Objeto maldito que induce a matar es leyenda paranormal pura con 6.6k vistas y 6.6% de engagement; el filtro no leyo el contenido.",https://www.youtube.com/watch?v=qFWBj9IkCkQ,https://studio.youtube.com/video/qFWBj9IkCkQ/edit
MANTENER,coherente,6488,El Espejo que Atrapa Almas: ¡Voces Claman Libertad! #shorts #fbi #misterios,2025-09-03,5.842,"Espejo embrujado que atrapa almas es objeto maldito clasico del nicho paranormal; 6.5k vistas con engagement sobre la mediana.",https://www.youtube.com/watch?v=LqvmzQcFhY4,https://studio.youtube.com/video/LqvmzQcFhY4/edit
MANTENER,coherente,6185,El pájaro gigante secreto del Vaticano fue clasificado por el Ziz #eldoqmentalista #misterio,2025-07-27,4.624,El Ziz es criptido de la mitologia hebrea ligado al Vaticano en el guion: mitologia biblica dentro del nicho.,https://www.youtube.com/watch?v=zcRJyu4rJXQ,https://studio.youtube.com/video/zcRJyu4rJXQ/edit
MANTENER,coherente,6152,"Paciente en coma: ""Ella me quiere llevar"" ¡Murió!",2025-08-31,6.226,"Experiencia cercana a la muerte con presencia espectral: paranormal puro, el filtro fallo porque el titulo no usa palabras clave del nicho.",https://www.youtube.com/watch?v=Cnqig0IigZU,https://studio.youtube.com/video/Cnqig0IigZU/edit
MANTENER,coherente,5784,El Búnker Secreto del FBI: ¡Artefactos Malditos! #shorts #fbi #misterios,2025-09-03,6.466,"Bunker gubernamental con artefactos malditos mezcla conspiracion y paranormal, dos pilares del nicho; nada que corregir.",https://www.youtube.com/watch?v=Yo-EvZAymMQ,https://studio.youtube.com/video/Yo-EvZAymMQ/edit
MANTENER,coherente,5771,"Doctor, no me deje ir solo: ¡Lo que vio fue aterrador!",2025-08-31,5.198,"Relato de visiones en el umbral de la muerte, mismo sub-genero paranormal que el canal explota en shorts.",https://www.youtube.com/watch?v=qhsnjta5SOI,https://studio.youtube.com/video/qhsnjta5SOI/edit
MANTENER,coherente,5245,Misterioso explorador confirma conexión entre Palestina y monasterios tibetanos,2024-01-14,10.334,La conexion Palestina-Tibet es la leyenda de los anos perdidos de Jesus (Notovitch): misterio biblico legitimo.,https://www.youtube.com/watch?v=vzf_V1uI6Qo,https://studio.youtube.com/video/vzf_V1uI6Qo/edit
MANTENER,coherente,4591,¿Poder Sobrenatural? ¡Busca Solo a Dios!,2025-08-17,10.172,"Parte de la serie de agosto sobre poder sobrenatural y brujeria vs Dios; el marco es ocultismo biblico, no sermon.",https://www.youtube.com/watch?v=0hbCByZTrA0,https://studio.youtube.com/video/0hbCByZTrA0/edit
MANTENER,coherente,4438,¡Portal secreto en el Vaticano! El Papa convoca a un Arcángel! #shorts #vaticano #sabiasque,2025-09-02,5.836,"Vaticano mas arcangeles combina dos pilares del nicho; falso positivo evidente del filtro.",https://www.youtube.com/watch?v=k_HG6XK_wtE,https://studio.youtube.com/video/k_HG6XK_wtE/edit
MANTENER,coherente,4401,El Diario de Sangre: ¿Tinta de Humana y 500 Años Fresca? #shorts #fbi #misterios,2025-09-03,6.249,"Reliquia maldita con sangre humana inexplicable: paranormal documentado de manual, el filtro fallo pese al hashtag #misterios.",https://www.youtube.com/watch?v=bbwxUUGZjYo,https://studio.youtube.com/video/bbwxUUGZjYo/edit
MANTENER,coherente,4275,El Judío Errante: Inmortalidad como Maldición #shorts #enigma #documental,2025-09-02,6.246,"El Judio Errante es leyenda maldita clasica del misterio biblico, el mejor de su serie (4.3k vistas, 6.2%); falso positivo evidente.",https://www.youtube.com/watch?v=JVeavhpARYU,https://studio.youtube.com/video/JVeavhpARYU/edit
MANTENER,coherente,3557,Inmortalidad: ¿Sueño o Pesadilla Eterna? #shorts #enigma #documental,2025-09-02,5.932,"La inmortalidad como enigma existencial encaja en la linea de misterios biblicos del canal; engagement sano.",https://www.youtube.com/watch?v=2UjB5N_EGdw,https://studio.youtube.com/video/2UjB5N_EGdw/edit
MANTENER,coherente,2978,EL LEGADO SECRETO DE LOS BRUJOS MAYAS: Verdades Reveladas - Serie de Misterio,2023-12-17,10.846,"Brujos mayas es ocultismo + leyendas ancestrales del publico latino; short de bajo alcance pero tematicamente impecable.",https://www.youtube.com/watch?v=Q9DRHmh-oRk,https://studio.youtube.com/video/Q9DRHmh-oRk/edit
MANTENER,coherente,2525,Descubre el SECRETO detrás de la Leyenda de los Nahuales en México,2025-08-17,6.931,"Los nahuales son leyenda mexicana clasica, categoria explicita del nicho y cercana al publico latinoamericano.",https://www.youtube.com/watch?v=xSfEiQnKgBk,https://studio.youtube.com/video/xSfEiQnKgBk/edit
MANTENER,coherente,2204,Doctor Muere Mirando el Espejo: ¡Su Voz AÚN Advierte! #shorts #fbi #misterios,2025-09-03,6.851,"Muerte inexplicable ligada a un espejo maldito: paranormal nuclear del canal, falso positivo del clasificador.",https://www.youtube.com/watch?v=WXZemnp1fQc,https://studio.youtube.com/video/WXZemnp1fQc/edit
MANTENER,coherente,1554,¿Humanidad creada de SANGRE y BARRO? ¡Descubre el Dios olvidado!,2025-08-31,7.593,"Mitologia mesopotamica de la creacion (dios olvidado, sangre y barro): arqueologia prohibida y dioses antiguos, nucleo del nicho.",https://www.youtube.com/watch?v=Yrg4VvAjiiA,https://studio.youtube.com/video/Yrg4VvAjiiA/edit
MANTENER,coherente,1371,La Marca de Caín: ¿Inmortalidad o Condena? #shorts #enigma #documental,2025-09-02,7.877,"La Marca de Cain planteada como dilema inmortalidad-condena es secreto biblico del nicho, con 7.9% de engagement que lo confirma.",https://www.youtube.com/watch?v=X9QTEC_qUSk,https://studio.youtube.com/video/X9QTEC_qUSk/edit
MANTENER,coherente,1147,¿Cómo Evitar la Inmortalidad Indeseada? #shorts #enigma #documental,2025-09-02,5.58,"La inmortalidad indeseada como paradoja biblica mantiene el tono de enigma; es del nicho aunque su alcance fue bajo.",https://www.youtube.com/watch?v=7lATuPzj3ic,https://studio.youtube.com/video/7lATuPzj3ic/edit
MANTENER,coherente,673,La Sal: El Pilar Secreto de la Alquimia #shorts #secretos #sal,2025-09-02,5.646,"La sal en la alquimia es ocultismo historico documentable, dentro del nicho aunque el resto de su serie sea esoterismo practico.",https://www.youtube.com/watch?v=zLxjz5srW84,https://studio.youtube.com/video/zLxjz5srW84/edit
MANTENER,coherente,600,El mueble secreto del Papa: ¡Así se accede a las catacumbas! #shorts #vaticano #sabiasque,2025-09-02,3.667,"Secretos y catacumbas del Vaticano: nicho exacto, el filtro tropezo con 'mueble'; 600 vistas pero inofensivo.",https://www.youtube.com/watch?v=WZk1AnCoD44,https://studio.youtube.com/video/WZk1AnCoD44/edit
MANTENER,coherente,510,Elías y el Carro de Fuego: ¿Venció la Muerte? #shorts #enigma #documental,2025-09-02,5.686,"Elias arrebatado en carro de fuego es enigma biblico favorito del publico de misterio (y del angulo paleocontacto); pertenece aqui.",https://www.youtube.com/watch?v=v1qYWr2ZObY,https://studio.youtube.com/video/v1qYWr2ZObY/edit
MANTENER,coherente,476,4 Maneras de Vencer a la Muerte: ¿Bendición? #shorts #enigma #documental,2025-09-02,7.143,"Listado de casos biblicos que vencieron la muerte con framing de enigma; es del nicho aunque el alcance fue minimo.",https://www.youtube.com/watch?v=VlRbzpD8Yn8,https://studio.youtube.com/video/VlRbzpD8Yn8/edit
MANTENER,coherente,341,Sal Negra: El Secreto Más Oscuro de la Brujería #shorts #secretos #sal,2025-09-02,7.918,"La sal negra en la brujeria tratada como secreto oscuro es ocultismo documental del nicho, y su 7.9% de engagement respalda dejarlo.",https://www.youtube.com/watch?v=_yPhnqTk9LA,https://studio.youtube.com/video/_yPhnqTk9LA/edit
MANTENER,coherente,0,Los Hermanos y Hermanas de JESÚS y el secreto de la Virgen María que el VATICANO CONFIESA en el 2026,2026-08-27,,"Vaticano mas secretos de la Virgen Maria es el nucleo del nicho; el filtro lo marco solo por estar recien publicado con 0 vistas.",https://www.youtube.com/watch?v=gCMYKPm_hfA,https://studio.youtube.com/video/gCMYKPm_hfA/edit
