ID,VISTAS,TITULO ACTUAL,NUEVO TITULO,ALTERNATIVA 2,ALTERNATIVA 3,NUEVA DESCRIPCION,KEYWORDS
bHeRkk9ix6M,631085,"La Magia de Los Antiguos, 5 Increíbles libros de Hechizos, Maldiciones y Encantamientos",Libros de Magia Antiguos: 5 Grimorios que Sí Existen,Picatrix: el Grimorio Árabe con los Hechizos Más Perturbadores,Magia Antigua: los 5 Libros que la Historia Intentó Olvidar,"Los libros de magia antiguos no son un invento del cine: existen grimorios reales que atravesaron siglos y terminaron en manos de sociedades ocultas. En este documental recorremos cinco de esos manuscritos, sus supuestos autores y las creencias que los rodean.

Comenzamos con el Libro de Abramelin el Mago, escrito como la autobiografía de Abraham de Worms, un judío alemán que se cree vivió entre los siglos 14 y 15. Según el relato, Abraham viajó a Maguncia para estudiar con un rabino llamado Moisés y, tras años de camino, llegó a Egipto, donde el mago Abramelin le habría enseñado su magia cabalística y entregado dos manuscritos para copiar. La tradición esotérica sostiene que su ritual central, la operación de Abramelin, permitiría al mago obtener el conocimiento y la conversación de su ángel guardián. El texto fue retomado después por la Orden Hermética de la Golden Dawn y por el sistema de Thelema de Aleister Crowley.

Seguimos con el Ars Notoria, la parte más antigua de las Llaves Menores de Salomón: no un libro de hechizos, sino de oraciones en hebreo, griego y latín que, según se narra, otorgarían memoria perfecta y dominio de las artes liberales. Luego llega la Pseudomonarchia Daemonum, la falsa jerarquía de los demonios: un compendio del siglo 16 con los nombres de 69 demonios, obra de Johann Weyer, médico holandés nacido en 1515, discípulo del ocultista Cornelius Agrippa, que intentó defender a los acusados de brujería aunque, se cuenta, sus súplicas de misericordia fueron ignoradas. También abrimos el Picatrix, el libro árabe de astrología y magia oculta que el video sitúa entre los siglos 10 y 11, conocido originalmente como la meta de los sabios y traducido al latín en 1256 para el rey castellano Alfonso el Sabio, famoso por la naturaleza obscena de sus recetas mágicas.

Cerramos con el Arbatel, un grimorio del Renacimiento que se dice fue escrito en 1575 por un autor desconocido y que, a diferencia de otros manuscritos ocultos, contiene consejos espirituales y guías sobre cómo vivir una vida honesta y honorable.

Si te fascinan los grimorios, el ocultismo y los enigmas que la historia dejó en sus márgenes, suscríbete a El DoQmentalista y activa la campana para no perderte ningún documental.

#Grimorios #Ocultismo #Misterio","el doqmentalista, documentales de misterio en espanol, documentales de ocultismo, libros de magia antiguos, grimorios reales, picatrix, abramelin el mago, ars notoria, pseudomonarchia daemonum, arbatel, llaves menores de salomon, johann weyer, aleister crowley, magia antigua, hechizos y maldiciones, libros ocultos, sociedades secretas, esoterismo, misterios historicos"
ValpFgFH0GM,630239,"Ofiuco El Nuevo Signo Del Zodiaco, EXPLICACIÓN La Nueva Astrologia, Nuevos signos, horoscopos, Tarot",Ofiuco existe y podría cambiar tu signo zodiacal para siempre,Ofiuco: el signo 13 que los antiguos conocían y dejaron fuera,Signos del zodiaco ¿qué está pasando con Ofiuco y Cetus?,"Ofiuco, el supuesto signo número 13 del zodiaco, ha puesto en duda todo lo que millones de personas creen sobre su horóscopo. Y no viene solo: junto a Ofiuco aparece Cetus, el gran monstruo marino, un posible signo número 14 que volvería a recorrer todas las fechas.

En este documental analizamos de dónde viene realmente el zodiaco. La palabra deriva del griego y significa círculo de animales: doce divisiones de 30 grados de longitud celeste centradas en la eclíptica, el camino trazado desde la Tierra pasando por el Sol. Según los registros antiguos que cita el video, los griegos heredaron su conocimiento de los cielos de los mesopotámicos, y estos a su vez de los sumerios; los doce signos se habrían desarrollado en Mesopotamia entre los años 3200 y 500 antes de Cristo, y fueron tomados por los griegos alrededor del año 500 antes de Cristo. Ofiuco, el portador de la serpiente, sí era conocido por algunos antepasados, pero un décimo tercer signo descuadraba un calendario de doce meses, así que quedó fuera de la lista.

Aquí entran los datos que incomodan a los creyentes de la astrología: si naciste entre el 30 de noviembre y el 18 de diciembre, es probable que el Sol pasara frente a la constelación de Ofiuco en tu cumpleaños; si naciste entre el 27 y 28 de marzo, frente a Cetus. Hoy se han catalogado 88 constelaciones, como Andrómeda, Serpens o Tucán, y dentro de ellas están las doce del zodiaco tradicional, de Aries a Piscis. El video también recuerda que, aunque en Occidente la astrología se considera una pseudociencia, en India el debate llegó a otro nivel: en 2001 se discutió financiar con dinero del estado la investigación en astrología, permitiendo cursos en universidades, y en febrero de 2011 el tribunal supremo de Bombay desestimó un caso que cuestionaba su condición de ciencia.

¿Son entonces Ofiuco y Cetus nuevos signos zodiacales, o solo constelaciones que los creadores del zodiaco jamás agregaron? La respuesta completa está en el documental, junto con la forma de averiguar cuál es tu verdadera constelación según la fecha, hora y lugar exactos de tu nacimiento.

Si te apasionan los misterios del cielo, la historia oculta y las creencias que moldearon al mundo, suscríbete al canal y activa la campana para no perderte los próximos documentales.

#Ofiuco #Zodiaco #Astrologia","el doqmentalista, documentales de misterio en espanol, ofiuco, signo ofiuco, cetus signo, nuevo signo zodiacal, signo numero 13, signos del zodiaco, zodiaco, horoscopo, astrologia, constelaciones, origen del zodiaco, astrologia vs astronomia, mitologia griega, misterios del universo, documental de misterio, creencias antiguas"
vBDmrf9shF0,629998,Misterios del Mundo: La verdad oculta de la Bruja Caníbal y su leyenda,"Bruja caníbal de Leicester: si oyes sus dientes rechinar, corre","Bruja caníbal de Leicester: si oyes sus dientes rechinar, corre",Black Annis: ¿diosa celta degradada o monja del siglo XV?,"Black Annis, la bruja caníbal del folclore inglés, no es la Llorona ni la bruja de Hansel y Gretel: la leyenda cuenta que esta mujer de cara azul se escabullía por las ventanas y con sus largos brazos arrancaba a los bebés de sus cunas durante la noche.

Según el relato tradicional, Black Annis habitaba en las colinas cercanas a Leicester, en una cueva que ella misma habría tallado con sus garras de hierro, con un roble creciendo frente a la entrada. Se la describe con pelo salvaje, colmillos amarillos y una piel azul inconfundible. La leyenda sostiene que bebía la sangre de sus víctimas, comía su carne y colgaba las pieles en su cueva como un curtidor macabro, para luego llevarlas enrolladas en la cintura a modo de falda. Como en aquellos tiempos no había ventanas de vidrio, los lugareños colgaban hierbas protectoras para que la bruja no llegara a las cunas de sus hijos, y los pastores le atribuían la desaparición de sus ovejas. Durante generaciones, a los niños de Leicester se les advertía: cuidado con Black Annis, ella te atrapará. Incluso existió una tradición del lunes de Pascua que consistía en arrastrar un gato muerto empapado en anís desde la cueva de la bruja hasta la casa del alcalde, costumbre que se agotó a finales del siglo dieciocho.

El video recorre también el relato registrado en 1941 sobre tres niños enviados por su madrastra a recoger leña al anochecer, la creencia de que la luz del día convertiría a la bruja en piedra, y las dos posibles mujeres reales detrás del mito: Agnes Scott, una monja dominicana que vivía como ermitaña en una cueva y murió en 1455, recordada con una placa de bronce en una iglesia local, y la bruja que, según se narra, predijo la muerte de Ricardo III sobre un puente de Leicester camino a la batalla de Bosworth. Algunas versiones sugieren además que Black Annis podría ser un derivado distorsionado de una antigua diosa celta de la tierra y la fertilidad, degradada con los siglos a bruja malvada.

Si te apasionan las leyendas oscuras y los misterios documentados con seriedad, suscríbete al canal de El DoQmentalista para no perderte los próximos casos.

#BlackAnnis #BrujaCanibal #Leyendas","el doqmentalista, documentales de misterio en espanol, black annis, bruja canibal, leyendas inglesas, folclore ingles, leyenda de leicester, agnes scott, ricardo iii leyenda, brujas del folclore, historias de brujas, leyendas de terror, misterios del mundo, mitologia celta, leyendas urbanas, casos paranormales, terror documental, criaturas del folclore"
Vbsw99qVX3Q,626380,"Yo Soy, El DoQmentalista y esto es, COSAS QUE LA IGLESIA NO QUIERE QUE SEPAS",Libros perdidos de la Biblia: el hallazgo de Egipto en 1945,Libros perdidos de la Biblia: el hallazgo de Egipto en 1945,Evangelios apócrifos: el Jesús que los primeros cristianos leían,"Los evangelios gnósticos, también llamados los libros perdidos de la Biblia, salieron a la luz en 1945, cuando en el sur de Egipto se descubrió un jarrón de arcilla lleno de manuscritos antiguos. ¿Qué decían esos textos y por qué quedaron fuera del canon oficial?

El video narra que alrededor de 100 libros de este tipo han sido encontrados en diferentes partes del mundo, y que muchos quedaron fuera del texto bíblico oficial porque en algunos casos se contradecían directamente entre sí. Entre ellos aparece el Testimonio de la Verdad, donde la historia del Edén se cuenta desde la perspectiva de la serpiente, presentada en la literatura gnóstica como el principio de la sabiduría divina. También el Evangelio de Felipe, con pasajes tan desconcertantes como la afirmación de que antes de que Cristo viniera no había pan en el mundo, o la idea de un Espíritu Santo femenino.

El recorrido pasa por el Evangelio de la Infancia de Tomás, con relatos de un joven Jesús capaz de sanar a su hermano Santiago de la mordida de una víbora, pero también de maldecir a quienes lo ofendían. Y llega hasta el verano de 2017, cuando, según se narra, eruditos que trabajaban en los archivos de Oxford armaron una pieza de papiro con la copia más antigua conocida del Primer Apocalipsis de Santiago, un texto apócrifo hallado en el siglo 19 en un basurero egipcio y probablemente escrito en el siglo 5 o 6. En ese relato, Jesús describe el mundo como una prisión custodiada por figuras demoníacas llamadas arcontes.

Según estos textos, incluso la traición de Judas tendría otra lectura: el relato cuenta que Jesús y Judas habrían planeado juntos la entrega. Y el Evangelio de Tomás afirma que el reino está dentro de ti y fuera de ti. Nada de esto se presenta aquí como doctrina ni como hecho probado: son los relatos que aquellas comunidades antiguas consideraban la palabra de Dios, y que hoy nos permiten asomarnos a un cristianismo muy distinto del que conocemos.

Si te apasionan los enigmas de la historia y los documentos que pocos se atreven a leer, suscríbete al canal para no perderte los próximos documentales de El DoQmentalista.

#EvangeliosGnosticos #MisteriosDeLaBiblia #ElDoQmentalista","el doqmentalista, documentales de misterio en español, evangelios gnosticos, evangelios apocrifos, libros perdidos de la biblia, evangelio de felipe, evangelio de tomas, evangelio de la infancia de tomas, primer apocalipsis de santiago, textos apocrifos, manuscritos antiguos de egipto, misterios de la biblia, historia del cristianismo, enigmas historicos, documental en español, ocultismo y religion"
SArPY7KQalM,626137,"EL BÁCULO DE MOISÉS, El DoQmentalista, Historias De La Biblia",El báculo de Moisés existió antes de Moisés según la cábala,¿Dónde quedó el báculo de Moisés? La leyenda señala el arca de la alianza,"Báculo de Moisés, la reliquia que une a Adán, Excalibur y la cruz","El báculo de Moisés es una de las reliquias más enigmáticas de las historias de la Biblia. Y según las leyendas de la cábala, el báculo de Moisés ni siquiera comenzó con Moisés: su historia arrancaría mucho antes, en el mismísimo jardín del Edén.

El relato cabalístico que exploramos en este documental cuenta que el bastón fue creado en la víspera del sexto día, tallado en madera de zafiro o de almendro, y entregado a Adán. De él habría pasado de patriarca en patriarca: Enoc, Matusalén, Noé, Sem, Abraham, Isaac y Jacob, hasta llegar a José en Egipto. Tras la muerte de José, la tradición sostiene que sus posesiones fueron a parar a la casa del faraón, y que un consejero llamado Jetró escapó con el bastón hacia Madián, donde lo clavó en el suelo de su jardín. La leyenda dice que la vara echó raíces, floreció y se convirtió en árbol, y que ningún pretendiente pudo arrancarla, hasta que llegó Moisés, la extrajo con facilidad y ganó la mano de Séfora, la hija de Jetró. Algunos ven en este relato un posible presagio de la espada en la piedra de Excalibur y el rey Arturo.

Según la cábala, el bastón estaba adornado con diez zafiros que representaban las diez emanaciones divinas del árbol de la vida, y habría sido entregado a Adán y Eva por el arcángel Raziel al abandonar el Edén. El cristianismo, por su parte, desarrolló su propio mito: se dice que aquella madera terminó convertida en la viga transversal de la cruz de Jesús. Sobre su paradero actual solo quedan especulaciones: guardado en la milenaria arca de la alianza, oculto en alguna parte de Egipto, llevado al cielo por un ángel, o quizá plantado en algún rincón del mundo, convertido en un gran roble a la espera de ser encontrado.

Si te apasionan los enigmas de la Biblia, las reliquias perdidas y las tradiciones ocultas, suscríbete al canal de El DoQmentalista y activa la campana para no perderte ningún documental.

#ElDoQmentalista #BaculoDeMoises #MisteriosBiblicos","el doqmentalista, documentales de misterio en español, historias de la biblia, baculo de moises, baston de moises, vara de moises, leyendas de la cabala, arca de la alianza, arbol de la vida, jetro y moises, arcangel raziel, reliquias biblicas, moises, misterios de la biblia, personajes biblicos, enigmas sin resolver, ocultismo, documental en español"
oB8qmbSF1vQ,625691,Encuentran Bruja real malvada en Venezuela brujas captadas en la vida real,Bruja en Venezuela: la familia que juró verla transformarse,"Brujas reales: si escuchas garras en tu techo de noche, no salgas",Bruja de los Andes: el caso venezolano que nadie ha podido explicar,"Una bruja en Venezuela aterrorizó a una familia entera durante noches que nadie en el pueblo olvidaría. Este es el relato de la familia Mendoza, que hasta hoy insiste en que todo sucedió de verdad.

Según cuenta la historia, a finales de la década de 1990, la familia Mendoza vivía en Rubio, un pueblo rural enclavado en la cordillera de los Andes venezolanos, donde habían residido por generaciones en una casa de estilo colonial. Todo cambió en 1997, cuando Juan, el tío más joven de la familia y conocido mujeriego, sedujo a una joven devota con una falsa promesa de matrimonio y luego la abandonó. El relato cuenta que la mujer, humillada ante su pueblo y rechazada por su propia iglesia, buscó a su abuela, señalada por la familia como practicante de magia negra, y desapareció un tiempo para regresar convertida en algo que ya no parecía del todo humano.

Primero llegaron los golpes en las paredes y el techo, los arañazos y un olor metálico y podrido. Después, según los testigos, Rita, la hermana de Juan, salió una noche con su esposo y sus hermanas y vieron sobre el techo del patio lo que describieron como un enorme buitre con rostro humano: el rostro de la antigua amante de Juan. El relato narra ataques cada vez más violentos, puertas astilladas y marcas de garras en la madera, hasta que un sacerdote aceptó bendecir la casa y rociarla con agua bendita. La criatura ya no pudo acercarse, pero tampoco se marchó. La familia, desesperada, decidió combatir fuego con fuego: Juan buscó en las montañas a una ermitaña de la que se decía que era la bruja más poderosa de la región, y con una garra rota durante uno de los ataques se forjó un talismán que, según se narra, despojó a la atacante de sus poderes frente a toda la familia.

¿Leyenda de pueblo o testimonio real? La familia Mendoza sostiene que ocurrió tal como lo cuentan, y esa insistencia es lo que mantiene vivo este caso hasta hoy.

Si te apasionan los misterios, las leyendas y los relatos que la razón no alcanza a explicar, suscríbete al canal y activa la campana para no perderte ningún documental.

#Brujas #Misterio #Venezuela","el doqmentalista, documentales de misterio en espanol, bruja en venezuela, brujas reales, familia mendoza, rubio venezuela, bruja de los andes, magia negra, mujer que se convierte en buitre, leyendas de venezuela, casos paranormales reales, brujeria en latinoamerica, relatos de terror reales, leyendas latinoamericanas, misterios sin resolver, historias paranormales, ocultismo, terror documental"
yQwlgGNIXzs,619754,Cómo Murieron Adán Y Eva - El Final Oculto - El DoQmentalista,La Muerte de Adán y Eva: El Final Que La Biblia No Cuenta,Adán y Eva: El Libro Apócrifo Que Narra Cómo Murieron,¿Dónde Están Enterrados Adán y Eva? El Misterio Sin Resolver,"¿Cómo murieron Adán y Eva? La Biblia guarda un silencio casi total sobre el final de la primera pareja humana, y este documental sigue las pistas dispersas en el Génesis, los textos apócrifos y las tradiciones orales.

El punto de partida es el propio libro de Génesis: allí se dice que Adán vivió 930 años, aunque nunca se menciona la edad de Eva al morir. Tras la expulsión del Edén, el relato bíblico los ubica al este del paraíso, cerca de la misteriosa tierra de Nod, el lugar donde se estableció Caín después del asesinato de Abel. En hebreo, nod significa vagabundeo o errante, y su ubicación exacta ha sido objeto de especulación durante siglos: algunos la sitúan en Mesopotamia, otros en Arabia o Siria.

Donde el Génesis calla, hablan los apócrifos. El llamado Libro de Adán y Eva, también conocido como La Vida de Adán y Eva, narra los últimos días del primer hombre: su enfermedad, los consejos que dio a sus hijos, la profecía sobre la venida de un futuro salvador y hasta la predicción del gran diluvio. Según este texto, Adán fue enterrado en el mismo lugar donde fue creado del polvo de la tierra, con el Arcángel Miguel participando en su sepultura. Eva, tras recibir una visión del reino de los cielos, pidió visitar la tumba de su esposo antes de morir en paz y ser enterrada junto a él.

Las tradiciones islámicas añaden otra capa al enigma: algunos hadices citados en el video sostienen que Adán fue creado con una estatura de 60 codos, unos 27 metros, que fue enterrado en La Meca o en el monte Abu Qubays, y que Eva descansa en Yeda, una ciudad saudita, aunque no existe consenso sobre ninguna de estas ubicaciones. La ciencia moderna aporta su propia lectura con el Adán cromosómico Y y la Eva mitocondrial, ancestros comunes de la humanidad que, según se explica, ni siquiera vivieron en la misma época. Y queda abierta una pregunta inquietante: quiénes eran los hombres que ya habitaban la tierra cuando llegó Caín, y qué papel jugaría Lilit en esos relatos antiguos.

Si te apasionan los enigmas de la Biblia y los textos que quedaron fuera de ella, suscríbete al canal para no perderte los próximos documentales.

#AdanYEva #TextosApocrifos #ElDoQmentalista","el doqmentalista, documentales de misterio en espanol, misterios de la biblia, adan y eva, como murieron adan y eva, muerte de adan, libro de adan y eva, vida de adan y eva, textos apocrifos, tierra de nod, jardin del eden, arcangel miguel, eva mitocondrial, adan cromosomico, lilit, genesis, enigmas biblicos, historia biblica, documental biblico, ocultismo"
ExE197EXMns,619128,Documental: Los Salmos Malditos de la Biblia y sus Secretos Ocultos,"Salmo 109, la maldición bíblica que aún se usa contra enemigos",Los Salmos Malditos existen y están escritos en tu Biblia,La leyenda del Salmo 109: el marinero que maldijo a toda una flota,"El Salmo 109 es conocido como el más temido de los salmos malditos de la Biblia, y sus palabras no dejan lugar a dudas: que sus días sean pocos, que sus hijos sean huérfanos, que su nombre sea borrado de la tierra. En este documental exploramos los llamados salmos imprecatorios, esos pasajes de las escrituras diseñados para invocar la retribución divina sobre blasfemos, opresores y pecadores impenitentes, lo opuesto exacto a una bendición.

El relato más escalofriante asociado a esta maldición viene de 1707. Según cuenta la leyenda, un marinero condenado a la horca por contradecir a un célebre y arrogante almirante británico pronunció el Salmo 109 momentos antes de morir. Poco después, cinco barcos de la flota, incluido el buque insignia, se estrellaron contra las rocas de un arrecife: murieron dos mil hombres, entre ellos el propio almirante. Pero el salmo también ha aparecido en tiempos recientes. En el 2010, un sheriff de Florida lo destacó en una Biblia junto a una anotación dirigida a Obama. En el 2012, el presidente de la cámara de representantes de Kansas, Mike O'Neal, lo envió a sus colegas republicanos apuntando al presidente, y ese mismo año un exintegrante de la Marina incitó a sus seguidores a usarlo como maldición contra el fundador de una fundación por la libertad religiosa en el ejército; el caso llegó a la corte, que concluyó que ninguna ley estaba siendo quebrantada.

Y el Salmo 109 no está solo. El video recorre el catálogo completo que la tradición atribuye a estos textos: los salmos 17, 48, 52, 100 y 140 para castigar sin destruir, el 58 al que se le atribuye causar ceguera, el 37 que según se narra trae muerte por fuego o espada, el 55 que hace caer al enemigo sin aviso, el terrible 137 que alcanza a toda la familia, el 59 contra los mentirosos, el 120 contra los chismes y el 93 para las batallas legales. Los eruditos bíblicos insisten en que no son venganza personal sino peticiones de justicia divina, o incluso textos alegóricos y catárticos. Pero ahí están, escritos entre las bendiciones y los llamados a amar al enemigo, como un completo enigma histórico.

Si te apasionan los misterios de la Biblia y los enigmas que la historia no termina de explicar, suscríbete a El DoQmentalista y activa la campana.

#SalmosMalditos #Salmo109 #MisteriosDeLaBiblia","el doqmentalista, documentales de misterio en espanol, documental en espanol, salmos malditos, salmo 109, salmos imprecatorios, maldiciones biblicas, salmo de judas, maldiciones de la biblia, salmo 137, misterios de la biblia, enigmas de la biblia, antiguo testamento, maldiciones reales, ocultismo, misterio y paranormal, enigmas historicos, documental biblico"
OXEtNtvUxS4,614145,Chica vuelve de la muerte y se venga de sus asesinos ROSMERI,Rosmeri: la leyenda de la chica que regresó de la muerte,"Leyenda de Rosmeri: si escuchas su llanto en el bosque, aléjate",Rosmeri: el relato de venganza que las abuelas contaban en voz baja,"La leyenda de Rosmeri es uno de esos relatos que las abuelas contaban en voz baja: la historia de una chica que, según se narra, regresó de la muerte para cobrar venganza de quienes le arrebataron la vida.

El relato sitúa la historia en un pequeño poblado de Francia, donde vivía Rosmeri, una joven de 15 años, hija única de padres muy católicos, querida y respetada por todo el pueblo. Según cuenta la leyenda, todo cambió cuando llegó una nueva familia: el nuevo comisario del condado con su esposa y sus dos hijos, Joshua y Joel, gemelos de 18 años conocidos por ser problemáticos y no respetar a nadie. Un día, cuando Rosmeri iba por agua a la fuente de la colina, los gemelos la interceptaron en el camino. El relato describe cómo la arrastraron a las espesuras del bosque, la atacaron con una crueldad inhumana y le quitaron la vida, para después enterrar su cuerpo junto a un pino muy alto, en un hoyo tan profundo que nadie pudiera encontrarla.

La leyenda cuenta que el pueblo entero la buscó durante meses sin hallar rastro, como si la tierra se la hubiera tragado. Hasta que un día, la madre de Rosmeri escuchó un llanto profundo entre los árboles cerca de la fuente, y su hija salió de la espesura para despedirse con una advertencia escalofriante: quienes le hicieron daño conocerían un infierno aquí en la tierra. Días después, en el viejo camino del antiguo aserradero, Joshua y Joel se encontraron con una hermosa desconocida entre los árboles. Lo que siguió, según el relato, fue una venganza tan macabra que terminó con Rosmeri entregando los restos de sus asesinos al propio comisario, su padre, antes de desaparecer del pueblo para siempre.

Esta historia fue compartida por Juan José Espinoza en el grupo de Facebook una historia que contar, y aquí la narramos como lo que es: una leyenda de terror y justicia desde la tumba que sigue estremeciendo a quienes la escuchan.

Si te apasionan las leyendas, los relatos paranormales y los misterios narrados con seriedad, suscríbete al canal El DoQmentalista y activa la campanita para no perderte ningún documental.

#LeyendasDeTerror #Rosmeri #Paranormal","el doqmentalista, documentales de misterio en español, relatos de terror en español, leyenda de rosmeri, la chica que volvió de la muerte, leyenda de venganza, fantasma vengativo, leyendas de terror, historias de aparecidos, relatos paranormales, leyendas urbanas en español, historias de fantasmas reales, terror narrado, misterio y terror, historias para no dormir, leyendas de pueblos, casos paranormales"
eaZbBUXnrXI,612748,¿Por Qué Los Menonitas o Amish Rechazan la Tecnologia? - Documentales Completos en Español,Amish: El Precio Real de Vivir Sin Tecnología en el Siglo XXI,"Menonitas y Amish: ¿Podrías Vivir Sin Luz, Celular Ni Autos?",Amish: La Comunidad Que Decidió Quedarse en el Siglo 18,"¿Por qué los amish y menonitas rechazan la tecnología en pleno siglo 21? Este documental te lleva al interior de una de las comunidades más herméticas de Norteamérica: gente que vive sin celular, sin internet y sin electricidad... por decisión propia.

Los amish son descendientes de inmigrantes suizos de habla alemana, herederos de la tradición anabaptista que defendía el bautismo de adultos y la separación entre iglesia y estado. Hoy sus comunidades están presentes en unos 30 estados de Estados Unidos y en Ontario, Canadá. Visten al estilo del siglo 17 o 18, se transportan en carretas tiradas por caballos y consideran que innovaciones como la electricidad promueven la competencia por bienes de estatus, mientras que las fotografías podrían alimentar la vanidad personal. Por eso también tienen prohibido ser grabados con cámaras de video, y en muchos grupos el bigote está vetado por ser considerado un símbolo de militarismo.

Pero este estilo de vida tiene un precio. Como casi todos descienden de unos pocos cientos de fundadores que vivieron en el siglo 18, han aparecido dolencias genéticas hereditarias, algunas extremadamente raras, que han aumentado la mortalidad infantil en sus comunidades. La mayoría lo acepta como voluntad de Dios y rechaza los exámenes genéticos, igual que rechaza los seguros médicos y de vida: si un granero es dañado por el fuego, la comunidad entera planea reconstruirlo en un solo día. Y aunque están exentos de la seguridad social de Estados Unidos según un proyecto de ley promulgado en 1965, los amish sí pagan impuestos.

También conocerás el rumspringa: la etapa en la que, alrededor de los 16 años, algunos jóvenes pueden experimentar el mundo exterior antes de elegir entre bautizarse dentro de la iglesia o abandonar la comunidad. Y verás por qué comunidades como las de Lancaster County y Perth County, en Canadá, mantienen una distancia entre sí que ha marcado su propio destino genético.

Si te fascinan las comunidades que desafían al mundo moderno, suscríbete a El DoQmentalista y activa la campanita para no perderte ningún documental completo en español.

#Amish #Menonitas #Documentales","el doqmentalista, documentales de misterio en espanol, documentales completos en español, amish, menonitas, por que los amish rechazan la tecnologia, comunidad amish, vida sin tecnologia, anabaptistas, rumspringa, estilo de vida amish, amish documental, lancaster county, comunidades religiosas, vida sin electricidad, culturas del mundo, tradiciones religiosas, documentales en español, misterios del mundo"
icCTFBlou3w,612519,Cómo Contactar Con Tu ángel de la guarda,Ángel de la Guarda: Las Señales que Casi Todos Ignoramos,Ángel de la Guarda: Las Señales que Casi Todos Ignoramos,Ángel de la Guarda: Haz Esto Antes de Intentar Contactarlo,"¿Cómo hablar con tu ángel de la guarda si ni siquiera te está permitido conocer su nombre? Esa es la pregunta que este documental intenta responder, paso a paso, siguiendo lo que dicen las escrituras y la tradición espiritual sobre nuestros guardianes invisibles.

El video parte de un pasaje del Evangelio de Mateo, capítulo 18, donde se advierte no despreciar a los pequeños porque sus ángeles están siempre en presencia del Padre celestial. Según la tradición que aquí se narra, el papel de los ángeles guardianes va mucho más allá de conseguirnos ventajas: existen sobre todo para acompañarnos en las dificultades espirituales, protegiendo a los hombres, las instituciones, las ciudades y las naciones. Y aunque en un episodio anterior vimos por qué Dios solo quiso revelar tres nombres angelicales, la creencia sostiene que cada uno de nosotros tiene asignado un guardián al que sí es posible acercarse.

A partir de ahí, el documental recorre las prácticas que la tradición esotérica y devocional recomienda para establecer ese contacto: identificar las asociaciones de tu ángel, pues se dice que hay ángeles vinculados a la curación, a la protección de los viajeros, a la alegría o a la sabiduría; ponerle un nombre propio, idea que un suscriptor del canal compartió en los comentarios, recordando que los nombres angelicales suelen terminar en ""el"", como Gabriel o Rafael; caminar con él y estar atento a señales como monedas encontradas, plumas flotando en el viento o sonidos armónicos; meditar con una vela encendida y la respiración lenta; escribirle cartas y llevar un diario de experiencias; hablarle como a un mejor amigo; y designar una hora fija cada día, aunque sean solo cinco minutos, para darle la oportunidad de responder. Según se narra, con la práctica constante ese contacto se vuelve cada vez más sencillo, hasta el punto de poder entablar verdaderas conversaciones.

Este no es un ritual de invocación ni una fórmula mágica: es un recorrido documentado por lo que la fe y la tradición cuentan sobre la comunicación con los seres que, se cree, caminan a nuestro lado.

Si te apasionan los misterios de los ángeles, la Biblia y lo oculto, suscríbete a El DoQmentalista y activa la campanita para no perderte ningún episodio.

#AngelDeLaGuarda #Angeles #Misterio","el doqmentalista, documentales de misterio en español, angel de la guarda, como contactar a tu angel de la guarda, como hablar con tu angel, angeles guardianes, señales de los angeles, nombre de tu angel de la guarda, cartas a tu angel, meditacion para contactar angeles, angeles en la biblia, gabriel y rafael, seres celestiales, espiritualidad, misterio, ocultismo, paranormal, documental de angeles"
